PASS: LLM API key not present in ai-backend logs
ai-backend-1  | INFO:     Started server process [1]
ai-backend-1  | 2026-09-19 21:13:33,986 DEBUG [httpcore.http11] send_request_headers.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:33,987 DEBUG [httpcore.http11] send_request_headers.complete
ai-backend-1  | 2026-09-19 21:13:33,987 DEBUG [httpcore.http11] send_request_body.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:33,987 DEBUG [httpcore.http11] send_request_body.complete
ai-backend-1  | 2026-09-19 21:13:33,987 DEBUG [httpcore.http11] receive_response_headers.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:33,987 DEBUG [httpcore.http11] receive_response_headers.complete return_value=(b'HTTP/1.0', 500, b'Internal Server Error', [(b'Server', b'BaseHTTP/0.6 Python/3.13.14'), (b'Date', b'Sat, 19 Sep 2026 21:13:33 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'30')])
ai-backend-1  | 2026-09-19 21:13:33,988 INFO [httpx] HTTP Request: POST http://host.docker.internal:9098/v1/chat/completions "HTTP/1.0 500 Internal Server Error"
ai-backend-1  | 2026-09-19 21:13:33,988 DEBUG [httpcore.http11] receive_response_body.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:33,988 DEBUG [httpcore.http11] receive_response_body.complete
ai-backend-1  | 2026-09-19 21:13:33,988 DEBUG [httpcore.http11] response_closed.started
ai-backend-1  | 2026-09-19 21:13:33,988 DEBUG [httpcore.http11] response_closed.complete
ai-backend-1  | 2026-09-19 21:13:33,988 WARNING [app.modules.ai.llm.gateway] LLM call failed via openai_compatible: LLM Provider 杩斿洖 500锛堥噸璇?2 娆″悗浠嶅け璐ワ級
ai-backend-1  | INFO:     172.18.0.1:54692 - "POST /api/v1/ai/copy/product HTTP/1.1" 502 Bad Gateway
ai-backend-1  | 2026-09-19 21:13:33,995 DEBUG [httpcore.connection] connect_tcp.started host='saleor-api' port=8000 local_address=None timeout=5.0 socket_options=None
ai-backend-1  | 2026-09-19 21:13:33,996 DEBUG [httpcore.connection] connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x793484daeeb0>
ai-backend-1  | 2026-09-19 21:13:33,996 DEBUG [httpcore.http11] send_request_headers.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:33,996 DEBUG [httpcore.http11] send_request_headers.complete
ai-backend-1  | 2026-09-19 21:13:33,997 DEBUG [httpcore.http11] send_request_body.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:33,997 DEBUG [httpcore.http11] send_request_body.complete
ai-backend-1  | 2026-09-19 21:13:33,997 DEBUG [httpcore.http11] receive_response_headers.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,015 DEBUG [httpcore.http11] receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'date', b'Sat, 19 Sep 2026 21:13:33 GMT'), (b'content-type', b'application/json'), (b'cross-origin-opener-policy', b'same-origin'), (b'referrer-policy', b'same-origin'), (b'x-content-type-options', b'nosniff'), (b'access-control-allow-credentials', b'true'), (b'content-encoding', b'gzip'), (b'content-length', b'361'), (b'traceparent', b'00-a4713865a1bbb992405906f08e318f6f-aaccae7d426cc0b5-01')])
ai-backend-1  | 2026-09-19 21:13:34,015 INFO [httpx] HTTP Request: POST http://saleor-api:8000/graphql/ "HTTP/1.1 200 OK"
ai-backend-1  | 2026-09-19 21:13:34,016 DEBUG [httpcore.http11] receive_response_body.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,016 DEBUG [httpcore.http11] receive_response_body.complete
ai-backend-1  | 2026-09-19 21:13:34,016 DEBUG [httpcore.http11] response_closed.started
ai-backend-1  | 2026-09-19 21:13:34,016 DEBUG [httpcore.http11] response_closed.complete
ai-backend-1  | 2026-09-19 21:13:34,016 DEBUG [httpcore.connection] close.started
ai-backend-1  | 2026-09-19 21:13:34,016 DEBUG [httpcore.connection] close.complete
ai-backend-1  | 2026-09-19 21:13:34,021 DEBUG [httpcore.connection] connect_tcp.started host='host.docker.internal' port=9098 local_address=None timeout=30.0 socket_options=None
ai-backend-1  | 2026-09-19 21:13:34,024 DEBUG [httpcore.connection] connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x793484d897e0>
ai-backend-1  | 2026-09-19 21:13:34,024 DEBUG [httpcore.http11] send_request_headers.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,024 DEBUG [httpcore.http11] send_request_headers.complete
ai-backend-1  | 2026-09-19 21:13:34,024 DEBUG [httpcore.http11] send_request_body.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,024 DEBUG [httpcore.http11] send_request_body.complete
ai-backend-1  | 2026-09-19 21:13:34,024 DEBUG [httpcore.http11] receive_response_headers.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,025 DEBUG [httpcore.http11] receive_response_headers.complete return_value=(b'HTTP/1.0', 200, b'OK', [(b'Server', b'BaseHTTP/0.6 Python/3.13.14'), (b'Date', b'Sat, 19 Sep 2026 21:13:34 GMT'), (b'Content-Type', b'application/json'), (b'Content-Length', b'20')])
ai-backend-1  | 2026-09-19 21:13:34,025 INFO [httpx] HTTP Request: POST http://host.docker.internal:9098/v1/chat/completions "HTTP/1.0 200 OK"
ai-backend-1  | 2026-09-19 21:13:34,025 DEBUG [httpcore.http11] receive_response_body.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,025 DEBUG [httpcore.http11] receive_response_body.complete
ai-backend-1  | 2026-09-19 21:13:34,025 DEBUG [httpcore.http11] response_closed.started
ai-backend-1  | 2026-09-19 21:13:34,025 DEBUG [httpcore.http11] response_closed.complete
ai-backend-1  | 2026-09-19 21:13:34,025 WARNING [app.modules.ai.llm.gateway] LLM call failed via openai_compatible: LLM 杩斿洖鏍煎紡寮傚父锛氱己灏?choices
ai-backend-1  | INFO:     172.18.0.1:54708 - "POST /api/v1/ai/copy/product HTTP/1.1" 502 Bad Gateway
ai-backend-1  | 2026-09-19 21:13:34,049 DEBUG [httpcore.connection] connect_tcp.started host='saleor-api' port=8000 local_address=None timeout=5.0 socket_options=None
ai-backend-1  | 2026-09-19 21:13:34,050 DEBUG [httpcore.connection] connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x793484d1bc50>
ai-backend-1  | 2026-09-19 21:13:34,050 DEBUG [httpcore.http11] send_request_headers.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,050 DEBUG [httpcore.http11] send_request_headers.complete
ai-backend-1  | 2026-09-19 21:13:34,050 DEBUG [httpcore.http11] send_request_body.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,050 DEBUG [httpcore.http11] send_request_body.complete
ai-backend-1  | 2026-09-19 21:13:34,051 DEBUG [httpcore.http11] receive_response_headers.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,185 DEBUG [httpcore.http11] receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'date', b'Sat, 19 Sep 2026 21:13:33 GMT'), (b'content-type', b'application/json'), (b'cross-origin-opener-policy', b'same-origin'), (b'referrer-policy', b'same-origin'), (b'set-cookie', b'refreshToken=eyJhbGciOiJSUzI1NiIsImtpZCI6ImNMcDdLbTJZVW5oUnBPS2Z5dkEwNWt3NEw3azlhWnpQaXlIdlZGb2ZMalUiLCJ0eXAiOiJKV1QifQ.eyJpYXQiOjE3ODk4NTI0MTQsIm93bmVyIjoic2FsZW9yIiwiaXNzIjoiaHR0cDovL2xvY2FsaG9zdDo4MDAwL2dyYXBocWwvIiwiZXhwIjoxNzkyNDQ0NDE0LCJ0b2tlbiI6IllJOWJad3d2R1JyNSIsImVtYWlsIjoiYnV5ZXJAZXhhbXBsZS5jb20iLCJ0eXBlIjoicmVmcmVzaCIsInVzZXJfaWQiOiJWWE5sY2pveSIsImlzX3N0YWZmIjpmYWxzZSwiY3NyZlRva2VuIjoiUzA2cW5Vdkp2WWZsTmMydFFwSnhucXlqT1U4QXNzRWduOHR3NE1UOTRIUTZwVTlxOTJPU0E1UHVLbTFmbTAwRCJ9.GColq-phpVWtZsmyCvDYkQKQXVqDgIjg5Od3lmFWLqD01BPyttfIkJ-hVwiSBYOp11MUtT-qffuSQ3wtwMy48MGQTMZhl-jTC27BQLNuPqtcO_NWXmpTCV8W1DON0pK7SeDocmGm63ViqJ8_2VuD3GBSGN1-tpjzejaFjgRkv30QTsKQNKDcNYY4l1bWKGgsCApD3P_i1xWQgN2sYYyIsjMYvISu1ZaXB5aj9cqAHdOKe3yA6YS0qjBKTeNnsKQvgijij-45_lXZbjCqiZhhwmTcoqYdWwbfcvKGL7g_OfRWSCkEjRyoGQz0T4alEYVtLJZmRXmHEqRDHXIXxj-mUA; expires=Mon, 19 Oct 2026 21:13:34 GMT; HttpOnly; Max-Age=2592000; Path=/; SameSite=Lax'), (b'x-content-type-options', b'nosniff'), (b'access-control-allow-credentials', b'true'), (b'content-encoding', b'gzip'), (b'content-length', b'1124'), (b'traceparent', b'00-411dec3bffa37be8cfb2949b4691025f-4742f4a17ebb5335-01')])
ai-backend-1  | 2026-09-19 21:13:34,186 INFO [httpx] HTTP Request: POST http://saleor-api:8000/graphql/ "HTTP/1.1 200 OK"
ai-backend-1  | 2026-09-19 21:13:34,186 DEBUG [httpcore.http11] receive_response_body.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,186 DEBUG [httpcore.http11] receive_response_body.complete
ai-backend-1  | 2026-09-19 21:13:34,186 DEBUG [httpcore.http11] response_closed.started
ai-backend-1  | 2026-09-19 21:13:34,186 DEBUG [httpcore.http11] response_closed.complete
ai-backend-1  | 2026-09-19 21:13:34,187 DEBUG [httpcore.connection] close.started
ai-backend-1  | 2026-09-19 21:13:34,187 DEBUG [httpcore.connection] close.complete
ai-backend-1  | INFO:     172.18.0.1:54716 - "POST /api/v1/iam/login HTTP/1.1" 200 OK
ai-backend-1  | 2026-09-19 21:13:34,205 DEBUG [httpcore.connection] connect_tcp.started host='saleor-api' port=8000 local_address=None timeout=5.0 socket_options=None
ai-backend-1  | 2026-09-19 21:13:34,206 DEBUG [httpcore.connection] connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x793484bd4b90>
ai-backend-1  | 2026-09-19 21:13:34,206 DEBUG [httpcore.http11] send_request_headers.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,206 DEBUG [httpcore.http11] send_request_headers.complete
ai-backend-1  | 2026-09-19 21:13:34,206 DEBUG [httpcore.http11] send_request_body.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,206 DEBUG [httpcore.http11] send_request_body.complete
ai-backend-1  | 2026-09-19 21:13:34,206 DEBUG [httpcore.http11] receive_response_headers.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,225 DEBUG [httpcore.http11] receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'date', b'Sat, 19 Sep 2026 21:13:33 GMT'), (b'content-length', b'170'), (b'content-type', b'application/json'), (b'cross-origin-opener-policy', b'same-origin'), (b'referrer-policy', b'same-origin'), (b'x-content-type-options', b'nosniff'), (b'access-control-allow-credentials', b'true'), (b'traceparent', b'00-024721d5a18e0d09a9da0ad86e92316d-706e60f7082b3b81-01')])
ai-backend-1  | 2026-09-19 21:13:34,226 INFO [httpx] HTTP Request: POST http://saleor-api:8000/graphql/ "HTTP/1.1 200 OK"
ai-backend-1  | 2026-09-19 21:13:34,226 DEBUG [httpcore.http11] receive_response_body.started request=<Request [b'POST']>
ai-backend-1  | 2026-09-19 21:13:34,226 DEBUG [httpcore.http11] receive_response_body.complete
ai-backend-1  | 2026-09-19 21:13:34,226 DEBUG [httpcore.http11] response_closed.started
ai-backend-1  | 2026-09-19 21:13:34,226 DEBUG [httpcore.http11] response_closed.complete
ai-backend-1  | 2026-09-19 21:13:34,226 DEBUG [httpcore.connection] close.started
ai-backend-1  | 2026-09-19 21:13:34,226 DEBUG [httpcore.connection] close.complete
ai-backend-1  | INFO:     172.18.0.1:54730 - "POST /api/v1/ai/copy/product HTTP/1.1" 403 Forbidden
